OTRN_ID,OTRN_PYRAID,OTRN_PYEAID,OTRN_TRNTYP,OTRN_TRNAMT,OTRN_TRNDAT
3000959,100066,200069,INFLOW,6424.02,2025-01-20
3000960,100075,200071,OUTFLOW,7545.84,2026-06-20
3000961,100088,200075,INFLOW,12005.99,2026-02-08
3000962,100026,200086,INFLOW,3074.35,2025-10-10
3000963,100067,200096,OUTFLOW,4387.48,2025-01-30
3000964,100098,200071,INFLOW,522.86,2026-07-07
3000965,100079,200005,INFLOW,5809.3,2024-09-24
3000966,100054,200088,OUTFLOW,7527.19,2025-09-15
3000967,100004,200087,OUTFLOW,11406.17,2026-08-04
3000968,100080,200099,OUTFLOW,14245.97,2025-01-02
3000969,100013,200066,INFLOW,10193.68,2026-02-22
3000970,100077,200025,OUTFLOW,3040.34,2024-11-01
3000971,100044,200002,OUTFLOW,3626.53,2024-08-19
3000972,100085,200028,INFLOW,5540.71,2025-01-21
3000973,100091,200068,OUTFLOW,3690.04,2025-04-30
3000974,100072,200039,INFLOW,5218.12,2024-09-02
3000975,100026,200054,OUTFLOW,14320.35,2025-03-18
3000976,100005,200083,OUTFLOW,7173.63,2026-08-03
3000977,100016,200022,OUTFLOW,1829.66,2025-11-11
3000978,100001,200069,OUTFLOW,1113.3,2025-06-28
3000979,100049,200052,OUTFLOW,718.01,2026-07-20
3000980,100052,200052,INFLOW,6679.26,2026-03-27
3000981,100086,200051,INFLOW,6612.97,2024-09-10
3000982,100027,200061,OUTFLOW,13672.93,2026-02-18
3000983,100010,200030,INFLOW,6555.65,2025-09-26
3000984,100055,200017,OUTFLOW,9322.15,2024-11-05
3000985,100023,200025,INFLOW,3223.29,2026-07-13
3000986,100048,200033,OUTFLOW,14257.54,2024-07-30
3000987,100041,200068,OUTFLOW,14029.38,2026-06-02
3000988,100065,200077,OUTFLOW,2896.11,2024-09-27
3000989,100057,200086,OUTFLOW,11524.92,2026-04-28
3000990,100004,200067,INFLOW,2757.61,2025-08-09
3000991,100051,200047,OUTFLOW,1073.46,2026-03-06
3000992,100025,200080,OUTFLOW,2634.08,2024-07-15
3000993,100063,200013,INFLOW,10314.09,2024-10-15
3000994,100004,200003,INFLOW,3936.52,2025-03-08
3000995,100014,200044,OUTFLOW,9033.47,2024-11-15
3000996,100077,200098,INFLOW,13590.61,2026-07-31
3000997,100020,200072,OUTFLOW,6484.49,2025-02-10
3000998,100008,200039,INFLOW,9791.74,2026-06-01
3000999,100096,200027,INFLOW,13975.34,2026-07-20
3001000,100084,200049,OUTFLOW,2612.9,2025-07-01
